Geographic Area,City,percent_completed_hs,,
NY,Northport village,97.1,village,7
NY,North Rose CDP,83.7,CDP,3
NY,North Sea CDP,94.5,CDP,3
NY,North Syracuse village,92.6,#VALUE!,#VALUE!
NY,North Tonawanda city,92.1,city,4
NY,North Valley Stream CDP,90.7,CDP,3
NY,Northville village,93.4,village,7
NY,Northville CDP,98.8,CDP,3
NY,North Wantagh CDP,93.5,CDP,3
NY,Northwest Harbor CDP,98,CDP,3
NY,Northwest Ithaca CDP,91.8,CDP,3
NY,Norwich city,87.2,city,4
NY,Norwood village,89.1,village,7
NY,Noyack CDP,91,CDP,3
NY,Nunda village,89.9,#VALUE!,#VALUE!
NY,Nyack village,87.7,#VALUE!,#VALUE!
NY,Oak Beach-Captree CDP,71.6,CDP,3
NY,Oakdale CDP,94.5,CDP,3
NY,Oakfield village,86.6,village,7
NY,Ocean Beach village,96.9,#VALUE!,#VALUE!
NY,Oceanside CDP,94.3,CDP,3
NY,Odessa village,91.6,#VALUE!,#VALUE!
NY,Ogdensburg city,84,city,4
NY,Olcott CDP,92.9,CDP,3
NY,Old Bethpage CDP,96.2,CDP,3
NY,Old Brookville village,95.5,#VALUE!,#VALUE!
NY,Old Field village,99,#VALUE!,#VALUE!
NY,Old Forge CDP,88.5,CDP,3
NY,Old Westbury village,97.4,#VALUE!,#VALUE!
NY,Olean city,91.5,city,4
NY,Oneida city,87.3,city,4
NY,Oneida Castle village,95.3,#VALUE!,#VALUE!
NY,Oneonta city,93.3,city,4
NY,Ontario CDP,88.3,CDP,3
NY,Orangeburg CDP,89.7,CDP,3
NY,Orange Lake CDP,90,CDP,3
NY,Orchard Park village,98.5,village,7
NY,Orient CDP,97.1,CDP,3
NY,Oriskany village,95.1,village,7
NY,Oriskany Falls village,89.8,village,7
NY,Ossining village,72.1,village,7
NY,Oswego city,87.3,city,4
NY,Otego village,92.9,#VALUE!,#VALUE!
NY,Otisville village,89.2,village,7
NY,Ovid village,82.7,#VALUE!,#VALUE!
NY,Owego village,92.5,#VALUE!,#VALUE!
NY,Oxbow CDP,88,CDP,3
NY,Oxford village,90.5,#VALUE!,#VALUE!
NY,Oyster Bay CDP,91.5,CDP,3
NY,Oyster Bay Cove village,97.6,#VALUE!,#VALUE!
NY,Painted Post village,91.4,village,7
NY,Palatine Bridge village,85.5,village,7
NY,Palenville CDP,97.5,CDP,3
NY,Palmyra village,90.3,village,7
NY,Pamelia Center CDP,100,CDP,3
NY,Panama village,88.7,#VALUE!,#VALUE!
NY,Parc CDP,50,CDP,3
NY,Parish village,93.1,#VALUE!,#VALUE!
NY,Parishville CDP,92.7,CDP,3
NY,Patchogue village,85.9,village,7
NY,Paul Smiths CDP,100,CDP,3
NY,Pavilion CDP,97,CDP,3
NY,Pawling village,87.8,village,7
NY,Peach Lake CDP,97.4,CDP,3
NY,Pearl River CDP,91.9,CDP,3
NY,Peconic CDP,85,CDP,3
NY,Peekskill city,80.8,city,4
NY,Pelham village,92.7,#VALUE!,#VALUE!
NY,Pelham Manor village,97.6,#VALUE!,#VALUE!
NY,Penn Yan village,86.1,#VALUE!,#VALUE!
NY,Perry village,86.7,#VALUE!,#VALUE!
NY,Perrysburg CDP,99,CDP,3
NY,Peru CDP,96.2,CDP,3
NY,Phelps village,94.1,#VALUE!,#VALUE!
NY,Philadelphia village,88.6,village,7
NY,Philmont village,81.6,village,7
NY,Phoenicia CDP,100,CDP,3
NY,Phoenix village,89.7,village,7
NY,Piermont village,94.9,village,7
NY,Pierrepont Manor CDP,94.9,Manor CDP,9
NY,Piffard CDP,91.1,CDP,3
NY,Pike CDP,90.3,CDP,3
NY,Pine Bush CDP,89.8,CDP,3
NY,Pine Hill CDP,91,CDP,3
NY,Pine Plains CDP,88.3,CDP,3
NY,Pine Valley CDP,84.7,CDP,3
NY,Pittsford village,97.1,village,7
NY,Plainedge CDP,93.2,CDP,3
NY,Plainview CDP,95.7,CDP,3
NY,Plandome village,99.4,village,7
NY,Plandome Heights village,98.1,village,7
NY,Plandome Manor village,96,village,7
NY,Plattekill CDP,79,CDP,3
NY,Plattsburgh city,88.7,city,4
NY,Plattsburgh West CDP,75.8,West CDP,8
NY,Pleasant Valley CDP,91.9,CDP,3
NY,Pleasantville village,95,village,7
NY,Plessis CDP,100,CDP,3
NY,Poestenkill CDP,85.8,CDP,3
NY,Point Lookout CDP,97.7,CDP,3
NY,Poland village,94.4,#VALUE!,#VALUE!
NY,Pomona village,91.7,#VALUE!,#VALUE!
NY,Poquott village,96.6,village,7
NY,Port Byron village,89.3,#VALUE!,#VALUE!
NY,Port Chester village,68.3,#VALUE!,#VALUE!
NY,Port Dickinson village,96.5,#VALUE!,#VALUE!
NY,Port Ewen CDP,89.9,CDP,3
NY,Port Gibson CDP,64.6,CDP,3
NY,Port Henry village,85.7,#VALUE!,#VALUE!
NY,Port Jefferson village,98.3,#VALUE!,#VALUE!
NY,Port Jefferson Station CDP,92.8,CDP,3
NY,Port Jervis city,83.2,city,4
NY,Port Leyden village,88.2,#VALUE!,#VALUE!
NY,Portville village,92,village,7
NY,Port Washington CDP,93,CDP,3
NY,Port Washington North village,96.8,#VALUE!,#VALUE!
NY,Potsdam village,92.5,village,7
NY,Pottersville CDP,79.9,CDP,3
NY,Poughkeepsie city,79.6,city,4
NY,Prattsburgh CDP,79.6,CDP,3
NY,Prattsville CDP,71.2,CDP,3
NY,Preston-Potter Hollow CDP,82.5,Hollow CDP,10
NY,Prospect village,92.9,village,7
NY,Pulaski village,92.6,village,7
NY,Pultneyville CDP,97.9,CDP,3
NY,Putnam Lake CDP,88.3,CDP,3
NY,Quiogue CDP,94.8,CDP,3
NY,Quogue village,98,#VALUE!,#VALUE!
NY,Randolph CDP,89.9,CDP,3
NY,Ransomville CDP,91.7,CDP,3
NY,Rapids CDP,91.7,CDP,3
NY,Ravena village,90.8,#VALUE!,#VALUE!
NY,Red Creek village,84.9,#VALUE!,#VALUE!
NY,Redford CDP,93.7,CDP,3
NY,Red Hook village,90.1,#VALUE!,#VALUE!
NY,Red Oaks Mill CDP,97.2,CDP,3
NY,Redwood CDP,69.4,CDP,3
NY,Remsen village,88.8,#VALUE!,#VALUE!
NY,Remsenburg-Speonk CDP,98.9,CDP,3
NY,Rensselaer city,89.6,city,4
NY,Rensselaer Falls village,89.2,village,7
NY,Retsof CDP,100,CDP,3
NY,Rhinebeck village,93.3,village,7
NY,Rhinecliff CDP,88.6,CDP,3
NY,Richburg village,87.6,village,7
NY,Richfield Springs village,82.6,village,7
NY,Richmondville village,78.6,village,7
NY,Richville village,89,village,7
NY,Ridge CDP,92.1,CDP,3
NY,Rifton CDP,100,CDP,3
NY,Ripley CDP,83.7,CDP,3
NY,Riverhead CDP,84.5,CDP,3
NY,Riverside village,87.6,village,7
NY,Riverside CDP,70.9,CDP,3
NY,Rochester city,80.5,city,4
NY,Rock Hill CDP,95.4,CDP,3
NY,Rockville Centre village,96.1,village,7
NY,Rocky Point CDP,94.7,CDP,3
NY,Rodman CDP,92.5,CDP,3
NY,Rome city,87.8,city,4
NY,Romulus CDP,83.5,CDP,3
NY,Ronkonkoma CDP,92.3,CDP,3
NY,Roosevelt CDP,76,CDP,3
NY,Roscoe CDP,86.4,CDP,3
NY,Rosendale Hamlet CDP,92.3,CDP,3
NY,Roslyn village,96.6,#VALUE!,#VALUE!
NY,Roslyn Estates village,98.7,#VALUE!,#VALUE!
NY,Roslyn Harbor village,98.1,#VALUE!,#VALUE!
NY,Roslyn Heights CDP,93.6,CDP,3
NY,Rotterdam CDP,93.2,CDP,3
NY,Round Lake village,98.6,#VALUE!,#VALUE!
NY,Rouses Point village,90.7,#VALUE!,#VALUE!
NY,Rushford CDP,87.1,CDP,3
NY,Rushville village,89.7,village,7
NY,Russell Gardens village,96.1,village,7
NY,Rye city,97,#VALUE!,#VALUE!
NY,Rye Brook village,91.8,#VALUE!,#VALUE!
NY,Sackets Harbor village,97.1,village,7
NY,Saddle Rock village,94.4,#VALUE!,#VALUE!
NY,Saddle Rock Estates CDP,100,CDP,3
NY,Sagaponack village,100,village,7
NY,Sag Harbor village,91.9,#VALUE!,#VALUE!
NY,St. Bonaventure CDP,89.1,CDP,3
NY,St. James CDP,94.1,CDP,3
NY,St. Johnsville village,84.9,#VALUE!,#VALUE!
NY,St. Regis Falls CDP,86.6,CDP,3
NY,Salamanca city,83.9,city,4
NY,Salem village,91.3,#VALUE!,#VALUE!
NY,Salisbury CDP,90.7,CDP,3
NY,Salisbury Mills CDP,96.4,Mills CDP,9
NY,Saltaire village,100,village,7
NY,Salt Point CDP,88.7,CDP,3
NY,Sanborn CDP,89.4,CDP,3
NY,Sand Ridge CDP,70.9,CDP,3
NY,Sands Point village,95.3,#VALUE!,#VALUE!
NY,Sandy Creek village,93.4,#VALUE!,#VALUE!
NY,Saranac Lake village,92.1,village,7
NY,Saratoga Springs city,94.6,city,4
NY,Saugerties village,85.8,village,7
NY,Saugerties South CDP,92.2,South CDP,9
NY,Savannah CDP,79.2,CDP,3
NY,Savona village,90.3,#VALUE!,#VALUE!
NY,Sayville CDP,94.7,CDP,3
NY,Scarsdale village,98.8,village,7
NY,Schaghticoke village,93.8,village,7
NY,Schenectady city,84.3,city,4
NY,Schenevus CDP,88.9,CDP,3
NY,Schoharie village,85.4,village,7
NY,Schroon Lake CDP,97.1,CDP,3
NY,Schuylerville village,89.2,village,7
NY,Scio CDP,95.4,CDP,3
NY,Scotchtown CDP,91.5,CDP,3
NY,Scotia village,95.6,#VALUE!,#VALUE!
NY,Scottsburg CDP,97,CDP,3
NY,Scotts Corners CDP,96.1,CDP,3
NY,Scottsville village,92.3,village,7
NY,Sea Cliff village,97.1,#VALUE!,#VALUE!
NY,Seaford CDP,94.9,CDP,3
NY,Searingtown CDP,93.6,CDP,3
NY,Selden CDP,89.4,CDP,3
NY,Seneca Falls CDP,91.5,CDP,3
NY,Seneca Knolls CDP,94.8,CDP,3
NY,Setauket-East Setauket CDP,97,Setauket CDP,12
NY,Sharon Springs village,85,#VALUE!,#VALUE!
NY,Shelter Island CDP,98,CDP,3
NY,Shelter Island Heights CDP,100,CDP,3
NY,Shenorock CDP,93.8,CDP,3
NY,Sherburne village,87.5,village,7
NY,Sherman village,85.8,village,7
NY,Sherrill city,90.6,city,4
NY,Shinnecock Hills CDP,97.9,Hills CDP,9
NY,Shirley CDP,87.7,CDP,3
NY,Shokan CDP,83.4,CDP,3
NY,Shoreham village,99.2,village,7
NY,Shortsville village,89.4,village,7
NY,Shrub Oak CDP,89.7,CDP,3
NY,Sidney village,91,#VALUE!,#VALUE!
NY,Silver Creek village,92,#VALUE!,#VALUE!
NY,Silver Springs village,83.1,#VALUE!,#VALUE!
NY,Sinclairville village,89.4,village,7
NY,Skaneateles village,98.5,village,7
NY,Sleepy Hollow village,75.8,#VALUE!,#VALUE!
NY,Sloan village,86,#VALUE!,#VALUE!
NY,Sloatsburg village,92.5,village,7
NY,Smallwood CDP,94,CDP,3
NY,Smithtown CDP,94.5,CDP,3
NY,Smithville Flats CDP,83.6,Flats CDP,9
NY,Smyrna village,88.8,#VALUE!,#VALUE!
NY,Sodus village,85.4,#VALUE!,#VALUE!
NY,Sodus Point village,96.2,#VALUE!,#VALUE!
NY,Solvay village,86.4,#VALUE!,#VALUE!
NY,Sound Beach CDP,94.2,CDP,3
NY,Southampton village,92.1,village,7
NY,South Blooming Grove village,94.1,#VALUE!,#VALUE!
NY,South Corning village,92.8,#VALUE!,#VALUE!
NY,South Dayton village,91.3,#VALUE!,#VALUE!
NY,South Fallsburg CDP,63.2,CDP,3
NY,South Farmingdale CDP,94.3,CDP,3
NY,South Floral Park village,92.5,#VALUE!,#VALUE!
NY,South Glens Falls village,91,#VALUE!,#VALUE!
NY,South Hempstead CDP,95.5,CDP,3
NY,South Hill CDP,98,CDP,3
NY,South Huntington CDP,94.7,CDP,3
NY,South Lima CDP,90.5,CDP,3
NY,South Lockport CDP,90.2,CDP,3
NY,South Nyack village,96.9,#VALUE!,#VALUE!
NY,Southold CDP,97,CDP,3
NY,Southport CDP,88.2,CDP,3
NY,South Valley Stream CDP,92.7,CDP,3
NY,Spackenkill CDP,96.5,CDP,3
NY,Sparkill CDP,91.5,CDP,3
NY,Speculator village,83.5,village,7
NY,Spencer village,91,village,7
NY,Spencerport village,94.5,village,7
NY,Springs CDP,93.7,CDP,3
NY,Spring Valley village,69.3,#VALUE!,#VALUE!
NY,Springville village,92.4,village,7
NY,Springwater Hamlet CDP,75.7,Hamlet CDP,10
NY,Staatsburg CDP,100,CDP,3
NY,Stamford village,86,village,7
NY,Stannards CDP,85.4,CDP,3
NY,Star Lake CDP,80.6,CDP,3
NY,Stewart Manor village,97.1,village,7
NY,Stillwater village,96.1,village,7
NY,Stone Ridge CDP,92.6,CDP,3
NY,Stony Brook CDP,97.6,CDP,3
NY,Stony Brook University CDP,87.5,CDP,3
NY,Stony Point CDP,91.9,CDP,3
NY,Stottville CDP,78.8,CDP,3
NY,Strykersville CDP,94.9,CDP,3
NY,Suffern village,92.3,village,7
NY,Sunset Bay CDP,80.7,CDP,3
NY,SUNY Oswego CDP,41.2,CDP,3
NY,Sylvan Beach village,86.1,#VALUE!,#VALUE!
NY,Syosset CDP,95.3,CDP,3
NY,Syracuse city,80.2,city,4
NY,Taconic Shores CDP,93.1,CDP,3
NY,Tannersville village,87.4,village,7
NY,Tappan CDP,91.3,CDP,3
NY,Tarrytown village,92,village,7
NY,Terryville CDP,89.9,CDP,3
NY,Thendara CDP,100,CDP,3
NY,Theresa village,88.7,village,7
NY,Thiells CDP,95.5,CDP,3
NY,Thomaston village,95.9,village,7
NY,Thornwood CDP,92.1,CDP,3
NY,Thousand Island Park CDP,100,Park CDP,8
NY,Three Mile Bay CDP,96.6,CDP,3
NY,Ticonderoga CDP,88.9,CDP,3
NY,Tillson CDP,85.3,CDP,3
NY,Titusville CDP,93.6,CDP,3
NY,Tivoli village,87.9,#VALUE!,#VALUE!
NY,Tonawanda city,91.3,city,4
NY,Tonawanda CDP,93,CDP,3
NY,Town Line CDP,95.9,CDP,3
NY,Tribes Hill CDP,88.9,CDP,3
NY,Troy city,84.7,city,4
NY,Trumansburg village,96.9,village,7
NY,Tuckahoe CDP,83.9,CDP,3
NY,Tuckahoe village,93.5,village,7
NY,Tully village,90.7,#VALUE!,#VALUE!
NY,Tupper Lake village,87.5,#VALUE!,#VALUE!
NY,Turin village,93.4,#VALUE!,#VALUE!
NY,Tuscarora CDP,-,CDP,3
NY,Tuxedo Park village,98.6,#VALUE!,#VALUE!
NY,Unadilla village,82.2,village,7
NY,Uniondale CDP,78.6,CDP,3
NY,Union Springs village,94,#VALUE!,#VALUE!
NY,Unionville village,89.1,village,7
NY,University at Buffalo CDP,100,CDP,3
NY,University Gardens CDP,94.7,CDP,3
NY,Upper Brookville village,96.6,#VALUE!,#VALUE!
NY,Upper Nyack village,97.6,#VALUE!,#VALUE!
NY,Utica city,79.1,city,4
NY,Vails Gate CDP,86.7,CDP,3
NY,Valatie village,88.3,village,7
NY,Valhalla CDP,87.6,CDP,3
NY,Valley Cottage CDP,92.2,CDP,3
NY,Valley Falls village,98.6,#VALUE!,#VALUE!
NY,Valley Stream village,89.8,#VALUE!,#VALUE!
NY,Van Etten village,89,#VALUE!,#VALUE!
NY,Vernon village,93.3,#VALUE!,#VALUE!
NY,Verona CDP,75.2,CDP,3
NY,Verplanck CDP,78.6,CDP,3
NY,Victor village,95.9,#VALUE!,#VALUE!
NY,Victory village,85.5,village,7
NY,Village Green CDP,93.9,CDP,3
NY,Village of the Branch village,98,village,7
NY,Viola CDP,93,CDP,3
NY,Virgil CDP,92.7,CDP,3
NY,Voorheesville village,97.9,village,7
NY,Waddington village,89.4,village,7
NY,Wading River CDP,95,CDP,3
NY,Wadsworth CDP,72,CDP,3
NY,Wainscott CDP,88.1,CDP,3
NY,Walden village,88.8,#VALUE!,#VALUE!
NY,Walker Valley CDP,96,CDP,3
NY,Wallkill CDP,90.9,CDP,3
NY,Walton village,76.3,#VALUE!,#VALUE!
NY,Walton Park CDP,95.6,CDP,3
NY,Wampsville village,91.1,village,7
NY,Wanakah CDP,93.6,CDP,3
NY,Wantagh CDP,96,CDP,3
NY,Wappingers Falls village,82,village,7
NY,Warrensburg CDP,83.1,CDP,3
NY,Warsaw village,79.3,#VALUE!,#VALUE!
NY,Warwick village,93.4,village,7
NY,Washington Heights CDP,83.3,CDP,3
NY,Washington Mills CDP,96.9,Mills CDP,9
NY,Washingtonville village,94.6,village,7
NY,Watchtower CDP,99.5,CDP,3
NY,Waterford village,89.4,village,7
NY,Waterloo village,90.8,village,7
NY,Water Mill CDP,95.6,CDP,3
NY,Watertown city,88.7,city,4
NY,Waterville village,90.9,village,7
NY,Watervliet city,90.9,city,4
NY,Watkins Glen village,87.3,village,7
NY,Waverly village,88,village,7
NY,Wayland village,88.5,village,7
NY,Webster village,90.9,village,7
NY,Websters Crossing CDP,100,CDP,3
NY,Weedsport village,90.1,village,7
NY,Wells CDP,94.7,CDP,3
NY,Wellsburg village,91.8,village,7
NY,Wellsville village,89,village,7
NY,Wesley Hills village,94.5,#VALUE!,#VALUE!
NY,West Babylon CDP,88.4,CDP,3
NY,West Bay Shore CDP,96.5,CDP,3
NY,Westbury village,85.3,village,7
NY,West Carthage village,89.8,#VALUE!,#VALUE!
NY,West Chazy CDP,76.2,CDP,3
NY,West Elmira CDP,99.1,CDP,3
NY,West End CDP,89.1,CDP,3
NY,Westfield village,88.5,village,7
NY,West Glens Falls CDP,90.8,CDP,3
NY,Westhampton CDP,95.5,CDP,3
NY,Westhampton Beach village,95.9,village,7
NY,West Hampton Dunes village,100,#VALUE!,#VALUE!
NY,West Haverstraw village,80,#VALUE!,#VALUE!
NY,West Hempstead CDP,90.2,CDP,3
NY,West Hills CDP,96.2,CDP,3
NY,West Hurley CDP,92.4,CDP,3
NY,West Islip CDP,94.1,CDP,3
NY,Westmere CDP,96,CDP,3
NY,Westmoreland CDP,93.9,CDP,3
NY,West Nyack CDP,96.7,CDP,3
NY,Weston Mills CDP,89.4,CDP,3
NY,West Point CDP,98.9,CDP,3
NY,Westport CDP,95.7,CDP,3
NY,West Sand Lake CDP,93.7,CDP,3
NY,West Sayville CDP,92.8,CDP,3
NY,West Seneca CDP,92.9,CDP,3
NY,Westvale CDP,97,CDP,3
NY,West Valley CDP,96.6,CDP,3
NY,West Winfield village,92.2,#VALUE!,#VALUE!
NY,Wheatley Heights CDP,92.6,CDP,3
NY,Whitehall village,85.5,village,7
NY,White Plains city,85.8,city,4
NY,Whitesboro village,95.6,village,7
NY,Whitney Point village,94.3,village,7
NY,Williamson CDP,92.7,CDP,3
NY,Williamsville village,97.1,village,7
NY,Williston Park village,92.6,village,7
NY,Willsboro CDP,91,CDP,3
NY,Wilmington CDP,91.5,CDP,3
NY,Wilson village,95.8,#VALUE!,#VALUE!
NY,Windham CDP,93,CDP,3
NY,Windsor village,94.6,village,7
NY,Winthrop CDP,89.4,CDP,3
NY,Witherbee CDP,100,CDP,3
NY,Wolcott village,84.1,village,7
NY,Woodbury CDP,94.8,CDP,3
NY,Woodbury village,94.6,village,7
NY,Woodmere CDP,95.5,CDP,3
NY,Woodridge village,77.6,village,7
NY,Woodsburgh village,98.8,village,7
NY,Woodstock CDP,97.2,CDP,3
NY,Woodsville CDP,78.7,CDP,3
NY,Worcester CDP,83.7,CDP,3
NY,Wurtsboro village,86.6,village,7
NY,Wyandanch CDP,77.2,CDP,3
NY,Wynantskill CDP,91.1,CDP,3
NY,Wyoming village,94.1,village,7
NY,Yaphank CDP,90.6,CDP,3
NY,Yonkers city,83,city,4
NY,York Hamlet CDP,100,CDP,3
NY,Yorkshire CDP,74.5,CDP,3
NY,Yorktown Heights CDP,97.1,CDP,3
NY,Yorkville village,90,village,7
NY,Youngstown village,94,village,7
NY,Zena CDP,98.6,CDP,3
NC,Aberdeen town,85.8,town,4
NC,Advance CDP,93.4,CDP,3
NC,Ahoskie town,76.1,town,4
NC,Alamance village,96.3,village,7
NC,Albemarle city,80.2,city,4
NC,Alliance town,75.4,town,4
NC,Altamahaw CDP,89,CDP,3
NC,Andrews town,70.2,town,4
NC,Angier town,85.3,town,4
NC,Ansonville town,82.4,town,4
NC,Apex town,96.1,town,4
NC,Aquadale CDP,83.1,CDP,3
NC,Arapahoe town,88.2,town,4
NC,Archdale city,81.4,city,4
NC,Archer Lodge town,86.2,town,4
NC,Asheboro city,77.3,city,4
NC,Asheville city,92.3,city,4
NC,Ashley Heights CDP,81.3,CDP,3
NC,Askewville town,82.7,town,4
NC,Atkinson town,87.9,town,4
NC,Atlantic CDP,86.5,CDP,3
NC,Atlantic Beach town,92.6,town,4
NC,Aulander town,76.6,town,4
NC,Aurora town,79.7,town,4
NC,Autryville town,64.1,town,4
NC,Avery Creek CDP,96,CDP,3
NC,Avon CDP,78.8,CDP,3
NC,Ayden town,83.5,town,4
NC,Badin town,78.3,town,4
NC,Bailey town,84.8,town,4
NC,Bakersville town,70.3,town,4
NC,Bald Head Island village,100,#VALUE!,#VALUE!
NC,Balfour CDP,80.1,CDP,3
NC,Banner Elk town,94.4,town,4
NC,Barker Heights CDP,80.7,CDP,3
NC,Barker Ten Mile CDP,97,CDP,3
NC,Bath town,96.1,town,4
NC,Bayboro town,84.1,town,4
NC,Bayshore CDP,94.6,CDP,3
NC,Bayview CDP,79.1,CDP,3
NC,Bear Grass town,98.7,town,4
NC,Beaufort town,87.7,town,4
NC,Beech Mountain town,96.2,town,4
NC,Belhaven town,70.1,town,4
NC,Bell Arthur CDP,67.5,CDP,3
NC,Belmont city,87,city,4
NC,Belville town,93.9,town,4
NC,Belvoir CDP,74.6,CDP,3
NC,Belwood town,81.8,town,4
NC,Bennett CDP,93.6,CDP,3
NC,Benson town,74.4,town,4
NC,Bent Creek CDP,100,CDP,3
NC,Bermuda Run town,97.5,town,4
NC,Bessemer City city,77.9,city,4
NC,Bethania town,96.3,town,4
NC,Bethel town,75.4,town,4
NC,Bethlehem CDP,91.5,CDP,3
NC,Beulaville town,80.5,town,4
NC,Biltmore Forest town,98.7,town,4
NC,Biscoe town,60.9,town,4
NC,Black Creek town,81.2,town,4
NC,Black Mountain town,89.9,town,4
NC,Bladenboro town,78.1,town,4
NC,Blowing Rock town,94,town,4
NC,Blue Clay Farms CDP,100,CDP,3
NC,Boardman town,67.1,town,4
NC,Bogue town,94,town,4
NC,Boiling Spring Lakes city,81.2,city,4
NC,Boiling Springs town,93.3,town,4
NC,Bolivia town,85.8,town,4
NC,Bolton town,80.2,town,4
NC,Bonnetsville CDP,59.5,CDP,3
NC,Boone town,91.4,town,4
NC,Boonville town,81.7,town,4
NC,Bostic town,84.4,town,4
NC,Bowmore CDP,100,CDP,3
NC,Brevard city,89.9,city,4
NC,Brices Creek CDP,96,CDP,3
NC,Bridgeton town,89.7,town,4
NC,Broad Creek CDP,88.6,CDP,3
NC,Broadway town,90.3,town,4
NC,Brogden CDP,82.5,CDP,3
NC,Brookford town,68.5,town,4
NC,Brunswick town,77.3,town,4
NC,Bryson City town,78.8,town,4
NC,Buies Creek CDP,100,CDP,3
NC,Bunn town,82.5,town,4
NC,Bunnlevel CDP,88.9,CDP,3
NC,Burgaw town,80.6,town,4
NC,Burlington city,81.9,city,4
NC,Burnsville town,78.5,town,4
NC,Butner town,75.8,town,4
NC,Butters CDP,64.9,CDP,3
NC,Buxton CDP,91.9,CDP,3
NC,Cajah's Mountain town,76.9,town,4
NC,Calabash town,87.9,town,4
NC,Calypso town,71.6,town,4
NC,Camden CDP,93.2,CDP,3
NC,Cameron town,82.9,town,4
NC,Candor town,79.3,town,4
NC,Canton town,79.9,town,4
NC,Cape Carteret town,96.8,town,4
NC,Caroleen CDP,85.9,CDP,3
NC,Carolina Beach town,95,town,4
NC,Carolina Shores town,89,town,4
NC,Carrboro town,93.1,town,4
NC,Carthage town,88.3,town,4
NC,Cary town,95.3,town,4
NC,Casar town,75.9,town,4
NC,Cashiers CDP,90.8,CDP,3
NC,Castalia town,66.8,town,4
NC,Castle Hayne CDP,95,CDP,3
NC,Caswell Beach town,98.8,town,4
NC,Catawba town,79.5,town,4
NC,Cedar Point town,93.6,town,4
NC,Cedar Rock village,96.7,#VALUE!,#VALUE!
NC,Centerville town,91.2,town,4
NC,Cerro Gordo town,84,town,4
NC,Chadbourn town,76.1,town,4
NC,Chapel Hill town,95.6,town,4
NC,Charlotte city,88.4,city,4
NC,Cherokee CDP,80,CDP,3
NC,Cherryville city,85.3,city,4
NC,Chimney Rock Village village,98.4,village,7
NC,China Grove town,77.1,town,4
NC,Chocowinity town,85.8,town,4
NC,Claremont city,92.1,city,4
NC,Clarkton town,88.4,town,4
NC,Clayton town,92.4,town,4
NC,Clemmons village,94.3,village,7
NC,Cleveland town,80.2,town,4
NC,Cliffside CDP,86.1,CDP,3
NC,Clinton city,81.5,city,4
NC,Clyde town,84.2,town,4
NC,Coats town,84,town,4
NC,Cofield village,77.1,village,7
NC,Coinjock CDP,75.8,CDP,3
NC,Colerain town,90.1,town,4
NC,Columbia town,63.1,town,4
NC,Columbus town,79.2,town,4
NC,Como town,96.7,town,4
NC,Concord city,88.5,city,4
NC,Conetoe town,74,town,4
NC,Connelly Springs town,71.7,town,4
NC,Conover city,87.4,city,4
NC,Conway town,79.8,town,4
NC,Cooleemee town,78.5,town,4
NC,Cordova CDP,86.3,CDP,3
NC,Cornelius town,95.7,town,4
NC,Cove City town,85.8,town,4
NC,Cove Creek CDP,85,CDP,3
NC,Cramerton town,88.3,town,4
NC,Creedmoor city,92.7,city,4
NC,Creswell town,82.7,town,4
NC,Cricket CDP,58.7,CDP,3
NC,Crossnore town,81.3,town,4
NC,Cullowhee CDP,84.3,CDP,3
NC,Dallas town,82.7,town,4
NC,Dana CDP,81.1,CDP,3
NC,Danbury town,86.4,town,4
NC,Davidson town,97.4,town,4
NC,Davis CDP,96.3,CDP,3
NC,Deercroft CDP,100,CDP,3
NC,Delco CDP,47.2,CDP,3
NC,Dellview town,100,town,4
NC,Delway CDP,79.2,CDP,3
NC,Denton town,78.6,town,4
NC,Denver CDP,92.8,CDP,3
NC,Dillsboro town,96.5,town,4
NC,Dobbins Heights town,81.1,town,4
NC,Dobson town,74.2,town,4
NC,Dortches town,86.8,town,4
NC,Dover town,77.6,town,4
NC,Drexel town,82.9,town,4
NC,Dublin town,75.1,town,4
NC,Duck town,94.4,town,4
NC,Dundarrach CDP,100,CDP,3
NC,Dunn city,79.5,city,4
NC,Durham city,87.1,city,4
NC,Earl town,84.2,town,4
NC,East Arcadia town,67.8,town,4
NC,East Bend town,84.8,town,4
NC,East Flat Rock CDP,74.1,CDP,3
NC,East Laurinburg town,74.4,town,4
NC,Eastover town,83.6,town,4
NC,East Rockingham CDP,73.5,CDP,3
NC,East Spencer town,76.7,town,4
NC,Eden city,79.2,city,4
NC,Edenton town,79.1,town,4
NC,Edneyville CDP,76.4,CDP,3
NC,Efland CDP,99.1,CDP,3
NC,Elizabeth City city,80.5,City city,9
NC,Elizabethtown town,79.2,town,4
NC,Elkin town,80.5,town,4
NC,Elk Park town,79.9,#VALUE!,#VALUE!
NC,Ellenboro town,72.7,town,4
NC,Ellerbe town,81,town,4
NC,Elm City town,74.8,#VALUE!,#VALUE!
NC,Elon town,94.2,town,4
NC,Elrod CDP,82.6,CDP,3
NC,Elroy CDP,81,CDP,3
NC,Emerald Isle town,96,town,4
NC,Enfield town,64,town,4
NC,Engelhard CDP,66.4,CDP,3
NC,Enochville CDP,78.7,CDP,3
NC,Erwin town,81.4,town,4
NC,Etowah CDP,93,CDP,3
NC,Eureka town,86.4,town,4
NC,Everetts town,78.9,town,4
NC,Evergreen CDP,77.5,CDP,3
NC,Fair Bluff town,77.8,town,4
